member count,person count,name,Division,State/Territory,Date of election,Type of election,Date ceased to be a Member,reason,Most recent party
595,,Laura Smyth,La Trobe,Vic,21.8.2010,,7.9.2013,defeated,ALP
596,,Warren Entsch,Leichhardt,Qld,21.8.2010,,3.5.2025,retired,LIB
597,,Wyatt Roy,Longman,Qld,21.8.2010,,2.7.2016,defeated,LIB
598,,Louise Markus,Macquarie,NSW,21.8.2010,,2.7.2016,defeated,LIB
599,,Rob Mitchell,McEwen,Vic,21.8.2010,,,still_in_office,ALP
600,,Adam Bandt,Melbourne,Vic,21.8.2010,,3.5.2025,defeated,GRN
601,,Tony Crook,O'Connor,WA,21.8.2010,,5.8.2013,retired,Nats
602,,Natasha Griggs,Solomon,NT,21.8.2010,,2.7.2016,defeated,CLP
603,,Geoff Lyons,Bass,Tas,21.8.2010,,7.9.2013,defeated,ALP
604,,Gai Brodtmann,Canberra,ACT,21.8.2010,,18.05.2019,retired,ALP
605,,Russell Matheson,Macarthur,NSW,21.8.2010,,2.7.2016,defeated,LIB
606,,Stephen Jones,Throsby,NSW,21.8.2010,,2.7.2016,elected_elsewhere,ALP
607,,Josh Frydenberg,Kooyong,Vic,21.8.2010,,21.5.2022,defeated,LIB
608,,Dan Tehan,Wannon,Vic,21.8.2010,,,still_in_office,LIB
609,,Michael McCormack,Riverina,NSW,21.8.2010,,,still_in_office,NP
610,,Chris Hayes,Fowler,NSW,21.8.2010,,21.5.2022,retired,ALP
611,,Ewen Jones,Herbert,Qld,21.8.2010,,2.7.2016,defeated,LIB
612,,Karen Andrews,McPherson,Qld,21.8.2010,,3.5.2025,retired,LIB
613,,Andrew Leigh,Fraser,ACT,21.8.2010,,2.7.2016,elected_elsewhere,ALP
614,,Deborah O'Neill,Robertson,NSW,21.8.2010,,7.9.2013,defeated,ALP
615,,Alan Tudge,Aston,Vic,21.8.2010,,17.2.2023,resigned,LIB
616,,Ed Husic,Chifley,NSW,21.8.2010,,,still_in_office,ALP
617,,Craig Kelly,Hughes,NSW,21.8.2010,,23.2.2021,changed_party,LIB
618,,Michelle Rowland,Greenway,NSW,21.8.2010,,,still_in_office,ALP
619,,Laurie Donald Thomas Ferguson,Werriwa,NSW,21.8.2010,,9.5.2016,resigned,ALP
620,,John Paul Murphy,Reid,NSW,21.8.2010,,7.9.2013,defeated,ALP
622,,Barry Wayne Haase,Durack,WA,21.8.2010,,5.8.2013,retired,LIB
623,,Christopher Eyles Bowen,McMahon,NSW,21.8.2010,,,still_in_office,ALP
624,,Scott Buchholz,Wright,Qld,21.8.2010,,,still_in_office,LIB
625,,Jane Prentice,Ryan,QLD,21.8.2010,,18.05.2019,retired,LIB
626,,Ross Xavier Vasta,Bonner,Qld,21.8.2010,,3.5.2025,defeated,LIB
627,,Teresa Gambaro,Brisbane,Qld,21.8.2010,,9.5.2016,retired,LIB
628,,Harry Alfred Jenkins,Scullin,Vic.,24.11.2011,changed_party,5.8.2013,retired,ALP
629,,Peter Neil Slipper,Fisher,Qld,24.11.2011,changed_party,09.10.2012,changed_party,SPK
630,,Peter Neil Slipper,Fisher,Qld,09.10.2012,changed_party,7.9.2013,defeated,IND
631,,Ms Anna Elizabeth Burke,Chisholm,Vic.,09.10.2012,changed_party,05.08.2013,changed_party,SPK
632,,Bruce Craig Scott,Maranoa,Qld,09.10.2012,changed_party,9.5.2016,retired,CWM
633,,Craig Robert Thomson,Dobell,NSW,29.4.2012,,7.9.2013,defeated,IND
# New members elected in 2013 Federal election,,,,,,,,,
634,,David Coleman,Banks,NSW,7.9.2013,,3.5.2025,defeated,LIB
635,,Tony Pasin,Barker,SA,7.9.2013,,,still_in_office,LIB
636,,Nickolas Varvaris,Barton,NSW,7.9.2013,,2.7.2016,defeated,LIB
637,,Andrew Nikolic,Bass,Tas,7.9.2013,,2.7.2016,defeated,LIB
638,,David Feeney,Batman,Vic,7.9.2013,,1.2.2018,resigned,ALP
639,,Lisa Chesters,Bendigo,Vic,7.9.2013,,,still_in_office,ALP
640,,Brett Whiteley,Braddon,Tas,7.9.2013,,2.7.2016,defeated,LIB
641,,Michelle Landry,Capricornia,QLD,7.9.2013,,,still_in_office,NP
642,,Pat Conroy,Charlton,NSW,7.9.2013,,2.7.2016,elected_elsewhere,ALP
643,,Sarah Henderson,Corangamite,Vic,7.9.2013,,18.05.2019,defeated,LIB
644,,Michael Sukkar,Deakin,Vic,7.9.2013,,3.5.2025,defeated,LIB
645,,Karen Mcnamara,Dobell,NSW,7.9.2013,,2.7.2016,defeated,LIB
646,,Melissa Price,Durack,WA,7.9.2013,,,still_in_office,LIB
647,,Peter Hendy,Eden-Monaro,NSW,7.9.2013,,2.7.2016,defeated,LIB
648,,Mal Brough,Fisher,QLD,7.9.2013,,9.5.2016,retired,LIB
649,,Tim Watts,Gellibrand,Vic,7.9.2013,,,still_in_office,ALP
650,,Ann Sudmalis,Gilmore,NSW,7.9.2013,,18.05.2019,retired,LIB
651,,Matt Williams,Hindmarsh,SA,7.9.2013,,2.7.2016,defeated,LIB
652,,Keith Pitt,Hinkler,QLD,7.9.2013,,19.1.2025,resigned,NP
653,,Clare O'Neil,Hotham,Vic,7.9.2013,,,still_in_office,ALP
654,,Angus Taylor,Hume,NSW,7.9.2013,,,still_in_office,LIB
655,,Cathy McGowan,Indi,Vic,7.9.2013,,18.05.2019,retired,IND
656,,Matt Thistlethwaite,Kingsford Smith,NSW,7.9.2013,,,still_in_office,ALP
657,,Jason Wood,La Trobe,Vic,7.9.2013,,,still_in_office,LIB
658,,Joanne Ryan,Lalor,Vic,7.9.2013,,,still_in_office,ALP
659,,Fiona Scott,Lindsay,NSW,7.9.2013,,2.7.2016,defeated,LIB
660,,David Gillespie,Lyne,NSW,7.9.2013,,3.5.2025,retired,NP
661,,Eric Hutchinson,Lyons,Tas,7.9.2013,,2.7.2016,defeated,LIB
662,,Andrew Broad,Mallee,Vic,7.9.2013,,18.05.2019,retired,NP
663,,Ian Goodenough,Moore,WA,7.9.2013,,31.12.2024,changed_party,LIB
664,,Barnaby Joyce,New England,NSW,7.9.2013,,27.10.2017,disqualified,NP
665,,Sharon Claydon,Newcastle,NSW,7.9.2013,,,still_in_office,ALP
666,,Rick Wilson,O'Connor,WA,7.9.2013,,,still_in_office,LIB
667,,Kevin Hogan,Page,NSW,7.9.2013,,,still_in_office,NP
668,,Christian Porter,Pearce,WA,7.9.2013,,21.5.2022,retired,LIB
669,,Alannah MacTiernan,Perth,WA,7.9.2013,,9.5.2016,retired,ALP
670,,Luke Howarth,Petrie,QLD,7.9.2013,,3.5.2025,defeated,LIB
671,,Jim Chalmers,Rankin,QLD,7.9.2013,,,still_in_office,ALP
672,,Craig Laundy,Reid,NSW,7.9.2013,,18.05.2019,retired,LIB
673,,Lucy Wicks,Robertson,NSW,7.9.2013,,21.5.2022,defeated,LIB
674,,Andrew Giles,Scullin,Vic,7.9.2013,,,still_in_office,ALP
675,,Ms Anna Elizabeth Burke,Chisholm,Vic.,05.08.2013,changed_party,9.5.2016,retired,ALP
676,,Bronwyn Kathleen Bishop,Mackellar,NSW,12.11.2013,changed_party,02.08.2015,changed_party,SPK
677,,Clive Frederick Palmer,Fairfax,Qld,07.09.2013,,9.5.2016,retired,PUP
678,,Terri Butler,Griffith,QLD,8.2.2014,by_election,21.5.2022,defeated,ALP
679,,Bronwyn Kathleen Bishop,Mackellar,NSW,02.08.2015,changed_party,9.5.2016,retired,LIB
680,,Anthony David Hawthorn Smith,Casey,Vic.,10.08.2015,changed_party,23.11.2021,changed_party,SPK
681,,Andrew Hastie,Canning,WA,19.9.2015,by_election,,still_in_office,LIB
682,,Trent Zimmerman,North Sydney,NSW,5.12.2015,by_election,21.5.2022,defeated,LIB
# New members elected in 2016 Federal election,,,,,,,,,
683,,Linda Burney,Barton,NSW,2.7.2016,,3.5.2025,retired,ALP
684,,Ross Hart,Bass,Tas,2.7.2016,,18.05.2019,defeated,ALP
685,,Justine Keay,Braddon,Tas,2.7.2016,,10.5.2018,resigned,ALP
686,,Matt Keogh,Burt,WA,2.7.2016,,,still_in_office,ALP
687,,Julia Banks,Chisholm,Vic,2.7.2016,,27.11.2018,changed_party,LIB
688,,Anne Aly,Cowan,WA,2.7.2016,,,still_in_office,ALP
689,,Emma McBride,Dobell,NSW,2.7.2016,,,still_in_office,ALP
690,,Michael Joseph Kelly,Eden-Monaro,NSW,2.7.2016,,30.4.2020,resigned,ALP
691,,Ted O'Brien,Fairfax,QLD,2.7.2016,,,still_in_office,LIB
692,,Cathy O'Toole,Herbert,QLD,2.7.2016,,18.05.2019,defeated,ALP
693,,Steve Georganas,Hindmarsh,SA,2.7.2016,,18.05.2019,elected_elsewhere,ALP
694,,Emma Husar,Lindsay,NSW,2.7.2016,,18.05.2019,resigned,ALP
695,,Susan Lamb,Longman,QLD,2.7.2016,,10.5.2018,resigned,ALP
696,,Brian Mitchell,Lyons,Tas,2.7.2016,,3.5.2025,retired,ALP
697,,Mike Freelander,Macarthur,NSW,2.7.2016,,,still_in_office,ALP
698,,Susan Templeman,Macquarie,NSW,2.7.2016,,,still_in_office,ALP
699,,Rebekha Sharkie,Mayo,SA,2.7.2016,,10.4.2018,changed_party,NXT
700,,Damian Drum,Murray,Vic,2.7.2016,,18.05.2019,elected_elsewhere,NP
701,,Meryl Swanson,Paterson,NSW,2.7.2016,,,still_in_office,ALP
702,,Luke Gosling,Solomon,NT,2.7.2016,,,still_in_office,ALP
703,,Jason Falinski,Mackellar,NSW,2.7.2016,,21.5.2022,defeated,LIB
704,,Chris Crewther,Dunkley,Vic,2.7.2016,,18.05.2019,defeated,LIB
705,,Milton Dick,Oxley,Qld,2.7.2016,,26.7.2022,changed_party,ALP
706,,Trevor Evans,Brisbane,Qld,2.7.2016,,21.5.2022,defeated,LIB
707,,Nicolle Flint,Boothby,SA,2.7.2016,,21.5.2022,retired,LIB
708,,Andrew Gee,Calare,NSW,2.7.2016,,23.12.2022,changed_party,NP
709,,Madeleine King,Brand,WA,2.7.2016,,,still_in_office,ALP
710,,Julian Hill,Bruce,Vic.,2.7.2016,,,still_in_office,ALP
711,,Pat Conroy,Shortland,NSW,2.7.2016,,,still_in_office,ALP
712,,Ben Morton,Tangney,WA,2.7.2016,,21.5.2022,defeated,LIB
713,,Peter Khalil,Wills,Vic.,2.7.2016,,,still_in_office,ALP
714,,Julian Leeser,Berowra,NSW,2.7.2016,,,still_in_office,LIB
715,,John McVeigh,Groom,Qld,2.7.2016,,18.9.2020,resigned,LIB
716,,David Littleproud,Maranoa,Qld,2.7.2016,,,still_in_office,NP
717,,Tim Hammond,Perth,WA,2.7.2016,,10.5.2018,resigned,ALP
718,,Llew O'Brien,Wide Bay,Qld,2.7.2016,,,still_in_office,NP
719,,Josh Wilson,Fremantle,WA,2.7.2016,,10.5.2018,resigned,ALP
720,,Tim Wilson,Goldstein,Vic.,2.7.2016,,21.5.2022,defeated,LIB
721,,Anne Stanley,Werriwa,NSW,2.7.2016,,,still_in_office,ALP
722,,Andrew Wallace,Fisher,QLD,2.7.2016,,23.11.2021,changed_party,LIB
723,,Andrew Leigh,Fenner,ACT,2.7.2016,,,still_in_office,ALP
724,,Stephen Jones,Whitlam,NSW,2.7.2016,,3.5.2025,retired,ALP
725,,Mark Maclean Coulton,Parkes,NSW,30.8.2016,changed_party,3.5.2025,retired,NP
726,,Robert Carl Katter,Kennedy,Qld,27.9.2011,changed_party,,still_in_office,KAP
727,,Barnaby Joyce,New England,NSW,2.12.2017,,,still_in_office,NP
728,,John Alexander,Bennelong,NSW,16.12.2017,by_election,21.5.2022,retired,LIB
729,,Ged Kearney,Batman,Vic.,17.3.2018,by_election,18.05.2019,elected_elsewhere,ALP
730,,Patrick Gorman,Perth,WA,28.7.2018,by_election,,still_in_office,ALP
731,,Rebekha Sharkie,Mayo,SA,10.4.2018,changed_party,11.5.2018,resigned,CA
#Super saturday; see also 730,,,,,,,,,
732,,Justine Keay,Braddon,Tas,28.7.2018,,18.05.2019,defeated,ALP
734,,Susan Lamb,Longman,QLD,28.7.2018,,18.05.2019,defeated,ALP
735,,Rebekha Sharkie,Mayo,SA,28.7.2018,,,still_in_office,CA
736,,Josh Wilson,Fremantle,WA,28.7.2018,,,still_in_office,ALP
737,,Kerryn Phelps,Wentworth,NSW,05.11.2018,by_election,18.05.2019,defeated,IND
738,,Julia Banks,Chisholm,Vic,27.11.2018,changed_party,18.05.2019,defeated,IND
# New members elected in 2019 Federal election,,,,,,,,,
739,,Bridget Archer,Bass,Tas,18.05.2019,,3.5.2025,defeated,LIB
740,,Gavin Pearce,Braddon,Tas,18.05.2019,,3.5.2025,retired,LIB
741,,Alicia Payne,Canberra,ACT,18.05.2019,,,still_in_office,ALP
742,,Gladys Liu,Chisholm,Vic,18.05.2019,,21.5.2022,defeated,LIB
743,,Libby Coker,Corangamite,Vic,18.05.2019,,,still_in_office,ALP
744,,Pat Conaghan,Cowper,NSW,18.05.2019,,,still_in_office,NP
745,,Celia Hammond,Curtin,WA,18.05.2019,,21.5.2022,defeated,LIB
746,,Peta Murphy,Dunkley,Vic,18.05.2019,,4.12.2023,died,ALP
747,,Daniel Mulino,Fraser,Vic,18.05.2019,,,still_in_office,ALP
748,,Fiona Phillips,Gilmore,NSW,18.05.2019,,,still_in_office,ALP
749,,Phillip Thompson,Herbert,QLD,18.05.2019,,,still_in_office,LNP
750,,Katie Allen,Higgins,Vic,18.05.2019,,21.5.2022,defeated,LIB
751,,Helen Haines,Indi,Vic,18.05.2019,,,still_in_office,IND
752,,Kate Thwaites,Jagajaga,Vic,18.05.2019,,,still_in_office,ALP
753,,Anika Wells,Lilley,QLD,18.05.2019,,,still_in_office,ALP
754,,Melissa McIntosh,Lindsay,NSW,18.05.2019,,,still_in_office,LIB
755,,Terry Young,Longman,QLD,18.05.2019,,,still_in_office,LNP
756,,Josh Burns,Macnamara,Vic,18.05.2019,,,still_in_office,ALP
757,,Anne Webster,Mallee,Vic,18.05.2019,,,still_in_office,NP
758,,Angie Bell,Moncrieff,QLD,18.05.2019,,,still_in_office,LNP
759,,Fiona Martin,Reid,NSW,18.05.2019,,21.5.2022,defeated,LIB
760,,Julian Simmonds,Ryan,QLD,18.05.2019,,21.5.2022,defeated,LNP
761,,Vince Connelly,Stirling,WA,18.05.2019,,21.5.2022,retired,LIB
762,,James Stevens,Sturt,SA,18.05.2019,,3.5.2025,defeated,LIB
763,,Zali Steggall,Warringah,NSW,18.05.2019,,,still_in_office,IND
764,,Dave Sharma,Wentworth,NSW,18.05.2019,,21.5.2022,defeated,LIB
# Members elected elsewhere in 2019 Federal election thanks to redistribution,,,,,,,,,
765,,Steve Georganas,Adelaide,SA,18.05.2019,elected_elsewhere,,still_in_office,ALP
766,,Russell Evan Broadbent,Monash,Vic,18.05.2019,elected_elsewhere,14.11.2023,changed_party,LIB
767,,Mark Christopher Butler,Hindmarsh,SA,18.05.2019,elected_elsewhere,,still_in_office,ALP
768,,Nicholas David Champion,Spence,SA,18.05.2019,elected_elsewhere,22.02.2022,resigned,ALP
769,,Andrew Wilkie,Clark,Tas,18.05.2019,elected_elsewhere,,still_in_office,IND
770,,Damian Drum,Nicholls,Vic,18.05.2019,elected_elsewhere,21.5.2022,retired,NP
771,,Ged Kearney,Cooper,Vic,18.05.2019,elected_elsewhere,,still_in_office,ALP
772,,David Philip Benedict Smith,Bean,ACT,18.05.2019,,,still_in_office,ALP
773,,Kristy McBain,Eden-Monaro,NSW,4.7.2020,by_election,,still_in_office,ALP
774,,Garth Hamilton,Groom,QLD,3.12.2020,by_election,,still_in_office,LNP
775,,Craig Kelly,Hughes,NSW,23.2.2021,changed_party,23.8.2021,changed_party,IND
776,,Anthony David Hawthorn Smith,Casey,Vic,23.11.2021,changed_party,21.5.2022,retired,LIB
777,,Andrew Wallace,Fisher,QLD,23.11.2021,changed_party,26.7.2022,changed_party,SPK
778,,Craig Kelly,Hughes,NSW,23.8.2021,changed_party,21.5.2022,defeated,UAP
# New members elected in 2022 Federal election,,,,,,,,,
779,,Jerome Laxale,Bennelong,NSW,21.5.2022,,,still_in_office,ALP
780,,Louise Miller-Frost,Boothby,SA,21.5.2022,,,still_in_office,ALP
781,,Henry Pike,Bowman,QLD,21.5.2022,,,still_in_office,LNP
782,,Stephen Bates,Brisbane,QLD,21.5.2022,,3.5.2025,defeated,GRN
783,,Aaron Violi,Casey,Vic,21.5.2022,,,still_in_office,LIB
784,,Carina Garland,Chisholm,Vic,21.5.2022,,,still_in_office,ALP
785,,Alison Byrnes,Cunningham,NSW,21.5.2022,,,still_in_office,ALP
786,,Kate Chaney,Curtin,WA,21.5.2022,,,still_in_office,IND
787,,Andrew Willcox,Dawson,QLD,21.5.2022,,,still_in_office,LNP
788,,Zoe McKenzie,Flinders,Vic,21.5.2022,,,still_in_office,LIB
789,,Colin Boyce,Flynn,QLD,21.5.2022,,,still_in_office,LNP
790,,Dai Le,Fowler,NSW,21.5.2022,,,still_in_office,IND
791,,Zoe Daniel,Goldstein,Vic,21.5.2022,,3.5.2025,defeated,IND
792,,Max Chandler-Mather,Griffith,QLD,21.5.2022,,3.5.2025,defeated,GRN
793,,Tania Lawrence,Hasluck,WA,21.5.2022,,,still_in_office,ALP
794,,Sam Rae,Hawke,Vic,21.5.2022,,,still_in_office,ALP
795,,Michelle Ananda-Rajah,Higgins,Vic,21.5.2022,,3.5.2025,retired,ALP
796,,Cassandra Fernando,Holt,Vic,21.5.2022,,,still_in_office,ALP
797,,Jenny Ware,Hughes,NSW,21.5.2022,,3.5.2025,defeated,LIB
798,,Dan Repacholi,Hunter,NSW,21.5.2022,,,still_in_office,ALP
799,,Monique Ryan,Kooyong,Vic,21.5.2022,,,still_in_office,IND
800,,Marion Scrymgour,Lingiari,NT,21.5.2022,,,still_in_office,ALP
801,,Sophie Scamps,Mackellar,NSW,21.5.2022,,,still_in_office,IND
802,,Keith Wolahan,Menzies,Vic,21.5.2022,,3.5.2025,defeated,LIB
803,,Sam Birrell,Nicholls,Vic,21.5.2022,,,still_in_office,NP
804,,Kylea Jane Tink,North Sydney,NSW,21.5.2022,,3.5.2025,retired,IND
805,,Andrew Charlton,Parramatta,NSW,21.5.2022,,,still_in_office,ALP
806,,Tracey Roberts,Pearce,WA,21.5.2022,,,still_in_office,ALP
807,,Sally Sitou,Reid,NSW,21.5.2022,,,still_in_office,ALP
808,,Gordon Reid,Robertson,NSW,21.5.2022,,,still_in_office,ALP
809,,Elizabeth Watson-Brown,Ryan,QLD,21.5.2022,,,still_in_office,GRN
810,,Matt Burnell,Spence,SA,21.5.2022,,,still_in_office,ALP
811,,Zaneta Mascarenhas,Swan,WA,21.5.2022,,,still_in_office,ALP
812,,Sam Lim,Tangney,WA,21.5.2022,,,still_in_office,ALP
813,,Allegra Spender,Wentworth,NSW,21.5.2022,,,still_in_office,IND
814,,Andrew Wallace,Fisher,QLD,26.7.2022,changed_party,,still_in_office,LNP
815,,Milton Dick,Oxley,Qld,26.7.2022,changed_party,,still_in_office,SPK
816,,Andrew Gee,Calare,NSW,23.12.2022,changed_party,,still_in_office,IND
# New member elected in 2023 Aston by-election,,,,,,,,,
817,,Mary Doyle,Aston,Vic,1.4.2023,,,still_in_office,ALP
# New member elected in 2023 Fadden by-election,,,,,,,,,
818,,Cameron Caldwell,Fadden,Qld,15.7.2023,,,still_in_office,LNP
# Member resigned to become independent,,,,,,,,,
819,,Russell Evan Broadbent,Monash,Vic,14.11.2023,changed_party,3.5.2025,defeated,IND
# New member elected in 2024 Dunkley by-election,,,,,,,,,
820,,Jodie Belyea,Dunkley,Vic,2.3.2024,,,still_in_office,ALP
# New member elected in 2024 Cook by-election,,,,,,,,,
821,,Simon Kennedy,Cook,NSW,13.04.2024,,,still_in_office,LIB
# changed party before 2025 election,,,,,,,,,
822,,Ian Goodenough,Moore,WA,1.1.2025,changed_party,3.5.2025,defeated,IND
# New members elected in 2025 election,,,,,,,,,
823,,Basem Abdo,Calwell,Vic,3.5.2025,,,still_in_office,ALP
824,,Mary Aldred,Monash,Vic,3.5.2025,,,still_in_office,LIB
825,,Ash Ambihaipahar,Barton,NSW,3.5.2025,,,still_in_office,ALP
826,,David Batt,Hinkler,Qld,3.5.2025,,,still_in_office,LNP
827,,Carol Berry,Whitlam,NSW,3.5.2025,,,still_in_office,ALP
828,,Nicolette Boele,Bradfield,NSW,3.5.2025,,,still_in_office,IND
829,,Jo Briskey,Maribyrnong,Vic,3.5.2025,,,still_in_office,ALP
830,,Julie-Ann Campbell,Moreton,Qld,3.5.2025,,,still_in_office,ALP
831,,Jamie Chaffey,Parkes,NSW,3.5.2025,,,still_in_office,NP
832,,Claire Clutterham,Sturt,SA,3.5.2025,,,still_in_office,ALP
833,,Renee Coffey,Griffith,Qld,3.5.2025,,,still_in_office,ALP
834,,Emma Comer,Petrie,Qld,3.5.2025,,,still_in_office,ALP
835,,Kara Cook,Bonner,Qld,3.5.2025,,,still_in_office,ALP
836,,Trish Cook,Bullwinkel,WA,3.5.2025,,,still_in_office,ALP
837,,Ali France,Dickson,Qld,3.5.2025,,,still_in_office,ALP
838,,Tom French,Moore,WA,3.5.2025,,,still_in_office,ALP
839,,Matt Gregg,Deakin,Vic,3.5.2025,,,still_in_office,ALP
840,,Rowan Holzberger,Forde,Qld,3.5.2025,,,still_in_office,ALP
841,,Madonna Jarrett,Brisbane,Qld,3.5.2025,,,still_in_office,ALP
842,,Alice Jordan-Baird,Gorton,Vic,3.5.2025,,,still_in_office,ALP
843,,David Moncrieff,Hughes,NSW,3.5.2025,,,still_in_office,ALP
844,,Gabriel Ng,Menzies,Vic,3.5.2025,,,still_in_office,ALP
845,,Alison Penfold,Lyne,NSW,3.5.2025,,,still_in_office,NP
846,,Leon Rebello,McPherson,Qld,3.5.2025,,,still_in_office,LNP
847,,Matt Smith,Leichhardt,Qld,3.5.2025,,,still_in_office,ALP
848,,Zhi Soon,Banks,NSW,3.5.2025,,,still_in_office,ALP
849,,Jess Teesdale,Bass,Tas,3.5.2025,,,still_in_office,ALP
850,,Tom Venning,Grey,SA,3.5.2025,,,still_in_office,LIB
851,,Rebecca White,Lyons,Tas,3.5.2025,,,still_in_office,ALP
852,,Sarah Witty,Melbourne,Vic,3.5.2025,,,still_in_office,ALP
# Senators elected to House in 2025 election,,,,,,,,,
853,,Ben Small,Forrest,WA,3.5.2025,,,still_in_office,LIB
854,,Anne Urquhart,Braddon,Tas,3.5.2025,,,still_in_office,ALP
# Re-elected in 2025 election,,,,,,,,,
855,,Tim Wilson,Goldstein,Vic,3.5.2025,,,still_in_office,LIB
