member count,person count,title,last name,first name,middle name,nick name,post title,house,Division,State/Territory,Date of election,Type of election,Date ceased to be a Member,reason,Most recent party
362,,,McDougall,Graeme,Robert,,,representatives,Griffith,Qld,2.3.1996,,3.10.1998,defeated,LIB
145,,,McEwen,Anne,,,,senate,,SA,1.7.2005 ,,,still_in_office,ALP
363,,,McFarlane,Jann,Sonya,,,representatives,Stirling,WA,3.10.1998,,9.10.2004,defeated,ALP
146,,,McGauran,Julian,John James,,,senate,,Vic.,11.7.1987 ,,30.6.1990 ,defeated,NP
147,,,McGauran,Julian,John James,,,senate,,Vic.,1.7.1993,,,still_in_office,NP
364,,,McGauran,Peter,John,,,representatives,Gippsland,Vic.,5.3.1983,,9.4.2008,retired,NP
365,,,McHugh,Jeannette,,,,representatives,Grayndler,NSW,13.3.1993,,29.1.1996,retired,ALP
366,,,McHugh,Jeannette,,,,representatives,Phillip,NSW,5.3.1983,,13.3.1993,elected_elsewhere,ALP
148,,,McIntosh,Gordon,Douglas,,,senate,,WA,18.5.1974 ,,5.6.1987 ,retired,ALP
367,,,McKew,Maxine,Margaret,,,representatives,Bennelong,NSW,24.11.2007,,,still_in_office,ALP
149,,,McKiernan,James,Philip,,,senate,,WA,1.12.1984 ,,30.6.2002 ,retired,ALP
368,,,McLachlan,Ian,Murray,,,representatives,Barker,SA,24.3.1990,,31.8.1998,retired,LIB
150,,,McLaren,Geoffrey,Thomas,,,senate,,SA,1.7.1971 ,,4.2.1983 ,retired,ALP
151,,,McLean,Paul,Alexander,,,senate,,NSW,11.7.1987 ,,23.8.1991 ,resigned,AD
369,,,McLean,Ross,Malcolm,,,representatives,Perth,WA,13.12.1975,,5.3.1983,defeated,LIB
370,,,McLeay,John,Elden,,,representatives,Boothby,SA,26.11.1966,,22.1.1981,resigned,LIB
371,,,McLeay,Leo,Boyce,,,representatives,Grayndler,NSW,23.6.1979,by_election,13.3.1993,elected_elsewhere,ALP
372,,,McLeay,Leo,Boyce,,,representatives,Watson,NSW,13.3.1993,,31.8.2004,retired,ALP
152,,,McLucas,Jan,Elizabeth,,,senate,,Qld,1.7.1999,,,still_in_office,ALP
373,,,McMahon,James,Leslie,,,representatives,Sydney,NSW,13.12.1975,,4.2.1983,retired,ALP
374,,,McMahon,William,(later Sir William),,,representatives,Lowe,NSW,10.12.1949,,4.1.1982,resigned,LIB
375,,,McMullan,Robert,Francis,,,representatives,Fraser,ACT,3.10.1998,, ,still_in_office,ALP
564,,,McMullan,Robert,Francis,,,representatives,Canberra,ACT,2.3.1996,,3.10.1998,elected_elsewhere,ALP
153,,,McMullan,Robert,Francis,,,senate,,ACT,16.2.1988 ,section_15,6.2.1996 ,resigned,ALP
376,,,McVeigh,Daniel,Thomas,,,representatives,Darling Downs,Qld,2.12.1972,,1.12.1984,elected_elsewhere,NPA
377,,,McVeigh,Daniel,Thomas,,,representatives,Groom,Qld,1.12.1984,,29.2.1988,resigned,NPA
378,,,Melham,Daryl,,,,representatives,Banks,NSW,24.3.1990,, ,still_in_office,ALP
154,,,Melzer,Jean,Isobelle,,,senate,,Vic.,18.5.1974 ,,30.6.1981 ,defeated,ALP
155,,,Messner,Anthony,John,,,senate,,SA,13.12.1975 ,,17.4.1990 ,resigned,LIB
379,,,Mildren,John,Barry,,,representatives,Ballarat,Vic.,18.10.1980,,24.3.1990,defeated,ALP
380,,,Miles,Christopher,Gordon,,,representatives,Braddon,Tas.,1.12.1984,,3.10.1998,defeated,LIB
381,,,Millar,Percival,Clarence,,,representatives,Wide Bay,Qld,18.5.1974,,19.2.1990,retired,NPA
156,,,Milne,Christine,Anne,,,senate,,Tas.,1.7.2005,,,still_in_office,GRN
382,,,Milton,Peter,,,,representatives,La Trobe,Vic.,18.10.1980,,24.3.1990,defeated,ALP
157,,,Minchin,Nicholas,Hugh,,,senate,,SA,1.7.1993,,,still_in_office,LIB
383,,,Mirabella,Sophie,,,,representatives,Indi,Vic.,10.11.2001,, ,still_in_office,LIB
158,,,Missen,Alan,Joseph,,,senate,,Vic.,18.5.1974 ,,30.3.1986 ,died,LIB
159,,,Moore,Claire,Mary,,,senate,,Qld,1.7.2002,,,still_in_office,ALP
384,,,Moore,John,Colinton,,,representatives,Ryan,Qld,13.12.1975,,5.2.2001,resigned,LIB
385,,,Morris,Allan,Agapitos,,,representatives,Newcastle,NSW,5.3.1983,,8.10.2001,retired,ALP
160,,,Morris,John,Joseph,,,senate,,NSW,1.7.1985 ,,30.6.1990 ,retired,ALP
386,,,Morris,Peter,Frederick,,,representatives,Shortland,NSW,2.12.1972,,31.8.1998,retired,ALP
387,,,Morrison,William,Lawrence,,,representatives,St George,NSW,18.10.1980,,26.10.1984,retired,ALP
388,,,Morrison,Scott,John,,,representatives,Cook,NSW,24.11.2007,,,still_in_office,LIB
389,,,Mossfield,Frank,William,,,representatives,Greenway,NSW,2.3.1996,,31.8.2004,retired,ALP
390,,,Mountford,John,Graham,,,representatives,Banks,NSW,18.10.1980,,19.2.1990,retired,ALP
391,,,Moylan,Judith,Eleanor,,,representatives,Pearce,WA,13.3.1993,, ,still_in_office,LIB
161,,,Mulvihill,James,Anthony,,,senate,,NSW,1.7.1965 ,,4.2.1983 ,retired,ALP
392,,,Murphy,John,Paul,,,representatives,Lowe,NSW,3.10.1998,, ,still_in_office,ALP
162,,,Murphy,Shayne,Michael,,,senate,,Tas.,1.7.1993 ,,30.6.2005 ,defeated,IND
163,,,Murray,Andrew,James Marshall,,,senate,,WA,1.7.1996,,,still_in_office,AD
393,,,Mutch,Stephen,Bruce,,,representatives,Cook,NSW,2.3.1996,,31.8.1998,retired,LIB
394,,,Nairn,Gary,Roy,,,representatives,Eden-Monaro,NSW,2.3.1996,,24.11.2007,defeated,LIB
164,,,Nash,Fiona,Joy,,,senate,,NSW,1.7.2005 ,,,still_in_office,NP
395,,,Neal,Belinda,Jane,,,representatives,Robertson,NSW,24.11.2007,,,still_in_office,ALP
165,,,Neal,Belinda,Jane,,,senate,,NSW,8.3.1994,section_15,3.9.1998 ,resigned,ALP
166,,,Neal,Laurence,William,,,senate,,Vic.,11.3.1980 ,section_15,30.6.1981 ,defeated,NCP
396,,,Nehl,Garry,Barr,,,representatives,Cowper,NSW,1.12.1984,,30.4.1996,changed_party,NPA
397,,,Nehl,Garry,Barr,,,representatives,Cowper,NSW,30.4.1996,changed_party,8.10.2001,retired,CWM
398,,,Neil,Maurice,James,,,representatives,St George,NSW,13.12.1975,,18.10.1980,defeated,LIB
399,,,Nelson,Brendan,John,,,representatives,Bradfield,NSW,2.3.1996,, ,still_in_office,LIB
167,,,Nettle,Kerry,Michelle,,,senate,,NSW,1.7.2002 ,,,still_in_office,AG
400,,,Neumann,Shayne,Kenneth,,,representatives,Blair,Qld,24.11.2007,,,still_in_office,ALP
401,,,Neville,Paul,Christopher,,,representatives,Hinkler,Qld,13.3.1993,, ,still_in_office,NP
402,,,Newell,Neville,Joseph,,,representatives,Richmond,NSW,24.3.1990,,2.3.1996,defeated,ALP
168,,,Newman,Jocelyn,Margaret,,,senate,,Tas.,13.3.1986 ,section_15,1.2.2002 ,resigned,LIB
403,,,Newman,Kevin,Eugene,,,representatives,Bass,Tas.,28.6.1975,by_election,26.10.1984,retired,LIB
404,,,Nixon,Peter,James,,,representatives,Gippsland,Vic.,9.12.1961,,4.2.1983,retired,NPA
405,,,Nugent,Peter,Edward,,,representatives,Aston,Vic.,24.3.1990,,24.4.2001,died,LIB
169,,,O'Brien,Kerry,Williams Kelso,,,senate,,Tas.,5.9.1996,section_15,,still_in_office,ALP
170,,,O'Byrne,Justin,Hilary,,,senate,,Tas.,1.7.1947 ,,30.6.1981 ,retired,ALP
406,,,O'Byrne,Michelle,Anne,,,representatives,Bass,Tas.,3.10.1998,,9.10.2004,defeated,ALP
171,,,O'Chee,William,George,,,senate,,Qld,8.5.1990 ,section_15,30.6.1999 ,defeated,NPA
407,,,O'Connor,Brendan,Patrick,,,representatives,Burke,Vic.,10.11.2001,,9.10.2004,elected_elsewhere,ALP
408,,,O'Connor,Brendan,Patrick,,,representatives,Gorton,Vic.,9.10.2004,, ,still_in_office,ALP
409,,,O'Connor,Gavan,Michael,,,representatives,Corio,Vic.,13.3.1993,,24.11.2007,defeated,ALP
410,,,O'Keefe,Frank,Lionel,,,representatives,Paterson,NSW,25.10.1969,,26.10.1984,retired,NPA
411,,,O'Keefe,Neil,Patrick,,,representatives,Burke,Vic.,1.12.1984,,8.10.2001,retired,ALP
412,,,O'Neil,Lloyd,Reginald Terrence,,,representatives,Grey,SA,5.3.1983,,8.2.1993,retired,ALP
172,,,Olsen,John,Wayne,,,senate,,SA,7.5.1990 ,section_15,4.5.1992 ,resigned,LIB
413,,,Organ,Michael,Keith,,,representatives,Cunningham,NSW,19.10.2002,by_election,9.10.2004,defeated,GRN
414,,,Owens,Julie,Ann,,,representatives,Parramatta,NSW,9.10.2004,, ,still_in_office,ALP
173,,,Panizza,John,Horace,,,senate,,WA,11.7.1987 ,,31.1.1997 ,died,LIB
174,,,Parer,Warwick,Raymond,,,senate,,Qld,22.11.1984 ,section_15,11.2.2000 ,resigned,LIB
415,,,Parke,Melissa,,,,representatives,Fremantle,WA,24.11.2007,,,still_in_office,ALP
175,,,Parry,Stephen,Shane,,,senate,,Tas.,1.7.2005,,,still_in_office,LIB
176,,,Patterson,Kay,Christine Lesley,,,senate,,Vic.,11.7.1987,,,still_in_office,LIB
177,,,Payne,Marise,Ann,,,senate,,NSW,9.4.1997,section_15,,still_in_office,LIB
416,,,Peacock,Andrew,Sharp,,,representatives,Kooyong,Vic.,2.4.1966,by_election,17.9.1994,resigned,LIB
417,,,Pearce,Christopher,John,,,representatives,Aston,Vic.,14.7.2001,by_election, ,still_in_office,LIB
418,,,Perrett,Graham,Douglas,,,representatives,Moreton,Qld,24.11.2007,,,still_in_office,ALP
419,,,Plibersek,Tanya,Joan,,,representatives,Sydney,NSW,3.10.1998,, ,still_in_office,ALP
420,,,Pollard,Reginald,Thomas,,,representatives,Ballarat,Vic.,23.10.1937,,10.12.1949,elected_elsewhere,ALP
421,,,Pollard,Reginald,Thomas,,,representatives,Lalor,Vic.,10.12.1949,,26.11.1966,defeated,ALP
178,,,Polley,Helen,Beatrice ,,,senate,,Tas.,1.7.2005,,,still_in_office,ALP
422,,,Porter,James,Robert,,,representatives,Barker,SA,13.12.1975,,19.2.1990,retired,LIB
179,,,Powell,Janet,Frances,,,senate,,Vic.,26.8.1986 ,section_15,30.6.1993 ,defeated,IND
423,,,Pratt,Michael,Philip,,,representatives,Adelaide,SA,6.2.1988,by_election,24.3.1990,defeated,LIB
424,,,Price,Leo,Roger Spurway,,,representatives,Chifley,NSW,1.12.1984,, ,still_in_office,ALP
180,,,Primmer,Cyril,Graham,,,senate,,Vic.,1.7.1971 ,,30.6.1985 ,retired,ALP
425,,,Prosser,Geoffrey,Daniel,,,representatives,Forrest,WA,11.7.1987,,17.10.2007,retired,LIB
426,,,Punch,Gary,Francis,,,representatives,Barton,NSW,5.3.1983,,29.1.1996,retired,ALP
181,,,Puplick,Christopher,John Guelph,,,senate,,NSW,26.7.1978 ,,30.6.1981 ,defeated,LIB
182,,,Puplick,Christopher,John Guelph,,,senate,,NSW,1.12.1984 ,,30.6.1990 ,defeated,LIB
427,,,Pyne,Christopher,Maurice,,,representatives,Sturt,SA,13.3.1993,, ,still_in_office,LIB
428,,,Quick,Harry,Vernon,,,representatives,Franklin,Tas.,13.3.1993,,17.10.2007,retired,IND
183,,,Quirke,John,Andrew,,,senate,,SA,18.9.1997 ,section_15,15.8.2000 ,resigned,ALP
184,,,Rae,Peter,Elliot,,,senate,,Tas.,1.7.1968 ,,16.1.1986 ,resigned,LIB
429,,,Raguse,Brett,Blair,,,representatives,Forde,Qld,24.11.2007,,,still_in_office,ALP
430,,,Ramsey,Rowan,Eric,,,representatives,Grey,SA,24.11.2007,,,still_in_office,LIB
431,,,Randall,Donald,James,,,representatives,Canning,WA,10.11.2001,, ,still_in_office,LIB
432,,,Randall,Donald,James,,,representatives,Swan,WA,2.3.1996,,3.10.1998,defeated,LIB
185,,,Ray,Robert,Francis,,,senate,,Vic.,1.7.1981 ,,,still_in_office,ALP
433,,,Rea,Kerry,Marie,,,representatives,Bonner,Qld,24.11.2007,,,still_in_office,ALP
434,,,Reeves,John,Edward,,,representatives,Northern Territory,NT,5.3.1983,,1.12.1984,defeated,ALP
186,,,Reid,Margaret,Elizabeth,,,senate,,ACT,5.5.1981 ,section_15,14.2.2003 ,resigned,LIB
435,,,Reid,Nicholas,Bruce,,,representatives,Bendigo,Vic.,24.3.1990,,31.8.1998,retired,LIB
436,,,Reith,Peter,Keaston,,,representatives,Flinders,Vic.,1.12.1984,,8.10.2001,retired,LIB
437,,,Reith,Peter,Keaston,,,representatives,Flinders,Vic.,4.12.1982,by_election,5.3.1983,defeated,LIB
187,,,Reynolds,Margaret,,,,senate,,Qld,5.3.1983 ,,30.6.1999 ,retired,ALP
188,,,Richardson,Graham,Frederick,,,senate,,NSW,5.3.1983 ,,25.3.1994 ,resigned,ALP
438,,,Richardson,Kym,Charles,,,representatives,Kingston,SA,9.10.2004,,24.11.2007,defeated,LIB
189,,,Ridgeway,Aden,Derek,,,senate,,NSW,1.7.1999,,30.6.2005,defeated,AD
439,,,Riggall,John,Peter,,,representatives,McMillan,Vic.,24.3.1990,,13.3.1993,defeated,LIB
440,,,Ripoll,Bernard,Fernando,,,representatives,Oxley,Qld,3.10.1998,, ,still_in_office,ALP
441,,,Rishworth,Amanda,Louise,,,representatives,Kingston,SA,24.11.2007,,,still_in_office,ALP
442,,,Robb,Andrew,John,,,representatives,Goldstein,Vic.,9.10.2004,, ,still_in_office,LIB
443,,,Robert,Stuart,Rowland,,,representatives,Fadden,Qld,24.11.2007,,,still_in_office,LIB
190,,,Robertson,Edward,Albert,,,senate,,NT,13.12.1975 ,,5.6.1987 ,retired,ALP
444,,,Robinson,Eric,Laidlaw,,,representatives,McPherson,Qld,2.12.1972,,7.1.1981,died,LIB
445,,,Robinson,Ian,Louis,,,representatives,Cowper,NSW,30.11.1963,,1.12.1984,elected_elsewhere,NPA
446,,,Robinson,Ian,Louis,,,representatives,Page,NSW,1.12.1984,,24.3.1990,defeated,NPA
447,,,Rocher,Allan,Charles,,,representatives,Curtin,WA,21.2.1981,by_election,3.10.1998,defeated,IND
191,,,Rocher,Allan,Charles,,,senate,,WA,1.7.1978 ,,10.2.1981 ,resigned,LIB
448,,,Ronaldson,Michael,John Clyde,,,representatives,Ballarat,Vic.,24.3.1990,,8.10.2001,retired,LIB
192,,,Ronaldson,Michael,John Clyde,,,senate,,Vic.,1.7.2005,,,still_in_office,LIB
449,,,Roxon,Nicola,Louise,,,representatives,Gellibrand,Vic.,3.10.1998,, ,still_in_office,ALP
450,,,Rudd,Kevin,Michael,,,representatives,Griffith,Qld,3.10.1998,, ,still_in_office,ALP
451,,,Ruddock,Philip,Maxwell,,,representatives,Berowra,NSW,13.3.1993,, ,still_in_office,LIB
452,,,Ruddock,Philip,Maxwell,,,representatives,Dundas,NSW,13.12.1975,,13.3.1993,elected_elsewhere,LIB
453,,,Ruddock,Philip,Maxwell,,,representatives,Parramatta,NSW,22.9.1973,by_election,13.12.1975,elected_elsewhere,LIB
193,,,Ryan,Susan,Maree,,,senate,,ACT,13.12.1975 ,,29.1.1988 ,resigned,ALP
454,,,Saffin,Janelle,Anne,,,representatives,Page,NSW,24.11.2007,,,still_in_office,ALP
455,,,Sainsbury,Murray,Evan,,,representatives,Eden-Monaro,NSW,13.12.1975,,5.3.1983,defeated,LIB
194,,,Sanders,Norman,Karl,,,senate,,Tas.,1.7.1985 ,,1.3.1990 ,resigned,AD
195,,,Santoro,Santo,,,,senate,,QLD,29.10.2002 ,section_15,11.4.2007 ,resigned,LIB
456,,,Saunderson,John,,,,representatives,Aston,Vic.,1.12.1984,,24.3.1990,defeated,ALP
457,,,Saunderson,John,,,,representatives,Deakin,Vic.,5.3.1983,,1.12.1984,elected_elsewhere,ALP
458,,,Sawford,Rodney,Weston,,,representatives,Port Adelaide,SA,26.3.1988,by_election,17.10.2007,retired,ALP
196,,,Schacht,Christopher,Cleland,,,senate,,SA,11.7.1987 ,,30.6.2002 ,defeated,ALP
459,,,Scholes,Gordon,Glen Denton,,,representatives,Corio,Vic.,22.7.1967,by_election,8.2.1993,retired,ALP
460,,,Schultz,Albert,John,,,representatives,Hume,NSW,3.10.1998,, ,still_in_office,LIB
461,,,Sciacca,Concetto,Antonio,,,representatives,Bowman,Qld,3.10.1998,,9.10.2004,defeated,ALP
462,,,Sciacca,Concetto,Antonio,,,representatives,Bowman,Qld,11.7.1987,,2.3.1996,defeated,ALP
463,,,Scott,Bruce,Craig,,,representatives,Maranoa,Qld,24.3.1990,, ,still_in_office,NP
197,,,Scott,Douglas,Barr,,,senate,,NSW,6.8.1970 ,section_15,20.11.1970 ,term expired ,NPA
198,,,Scott,Douglas,Barr,,,senate,,NSW,18.5.1974 ,,30.6.1985 ,retired,NPA
464,,,Scott,John,Lyden,,,representatives,Hindmarsh,SA,18.10.1980,,8.2.1993,retired,ALP
465,,,Scott,Leslie,James,,,representatives,Oxley,Qld,8.10.1988,by_election,2.3.1996,defeated,ALP
199,,,Scullion,Nigel,Gregory,,,senate,,NT,10.11.2001 ,,,still_in_office,CLP
466,,,Secker,Patrick,Damien,,,representatives,Barker,SA,3.10.1998,, ,still_in_office,LIB
467,,,Sercombe,Robert,Charles Grant,,,representatives,Maribyrnong,Vic.,2.3.1996,,17.10.2007,retired,ALP
468,,,Shack,Peter,Donald,,,representatives,Tangney,WA,1.12.1984,,8.2.1993,retired,LIB
469,,,Shack,Peter,Donald,,,representatives,Tangney,WA,10.12.1977,,5.3.1983,defeated,LIB
470,,,Sharp,John,Randall,,,representatives,Gilmore,NSW,1.12.1984,,13.3.1993,elected_elsewhere,NPA
471,,,Sharp,John,Randall,,,representatives,Hume,NSW,13.3.1993,,31.8.1998,retired,NPA
472,,,Shaw,George,William,,,representatives,Dawson,Qld,30.11.1963,,9.1.1966,died,CP
200,,,Sheil,Glenister,,,,senate,,Qld,1.12.1984 ,,30.6.1990 ,defeated,NCP
201,,,Sheil,Glenister,,,,senate,,Qld,18.5.1974 ,,6.2.1981 ,resigned ,NCP
202,,,Sherry,Nicholas,John,,,senate,,Tas.,1.7.1990,,,still_in_office,ALP
473,,,Shipton,Roger,Francis,,,representatives,Higgins,Vic.,13.12.1975,,19.2.1990,retired,LIB
474,,,Short,James,Robert,,,representatives,Ballarat,Vic.,13.12.1975,,18.10.1980,defeated,LIB
203,,,Short,James,Robert,,,senate,,Vic.,1.12.1984 ,,12.5.1997 ,resigned,LIB
475,,,Short,Leonie,Marjorie,,,representatives,Ryan,Qld,17.3.2001,by_election,10.11.2001,defeated,ALP
476,,,Shorten,William,Richard,,,representatives,Maribyrnong,Vic,24.11.2007,,,still_in_office,ALP
204,,,Sibraa,Kerry,Walter,,,senate,,NSW,9.8.1978 ,section_15,1.2.1994 ,resigned,ALP
205,,,Sibraa,Kerry,Walter,,,senate,,NSW,13.12.1975 ,,30.6.1978,still_in_office,ALP
206,,,Siddons,John,Royston,,,senate,,Vic.,1.7.1981 ,,4.2.1983 ,defeated,UNITE AP
207,,,Siddons,John,Royston,,,senate,,Vic.,1.7.1985 ,,5.6.1987 ,defeated,UNITE AP
477,,,Sidebottom,Peter,Sid,,,representatives,Braddon,Tas.,3.10.1998,,9.10.2004,defeated,ALP
478,,,Sidebottom,Peter,Sid,,,representatives,Braddon,Tas,24.11.2007,,,still_in_office,ALP
208,,,Siewert,Rachel,Mary,,,senate,,WA,1.7.2005 ,,,still_in_office,GRN
209,,,Sim,John,Peter,,,senate,,WA,26.11.1964,section_15,30.6.1981 ,retired,LIB
479,,,Simmons,David,William,,,representatives,Calare,NSW,5.3.1983,,29.1.1996,retired,ALP
480,,,Simon,Barry,Douglas,,,representatives,McMillan,Vic.,13.12.1975,,18.10.1980,defeated,LIB
481,,,Simpkins,Luke,Xavier Linton,,,representatives,Cowan,WA,24.11.2007,,,still_in_office,LIB
482,,,Sinclair,Ian,Mccahon,,,representatives,New England,NSW,30.11.1963,,31.8.1998,retired,NPA
483,,,Slipper,Peter,Neil,,,representatives,Fisher,Qld,1.12.1984,,11.7.1987,defeated,NPA
484,,,Slipper,Peter,Neil,,,representatives,Fisher,Qld,13.3.1993,, ,still_in_office,LIB
485,,,Smith,Anthony,Charles,,,representatives,Dickson,Qld,2.3.1996,,3.10.1998,defeated,IND
486,,,Smith,Anthony,David Hawthorn,,,representatives,Casey,Vic.,10.11.2001,, ,still_in_office,LIB
487,,,Smith,Silvia,Joy,,,representatives,Bass,Tas.,13.3.1993,,2.3.1996,defeated,ALP
488,,,Smith,Stephen,Francis,,,representatives,Perth,WA,13.3.1993,, ,still_in_office,ALP
489,,,Smith,Warwick,Leslie,,,representatives,Bass,Tas.,2.3.1996,,3.10.1998,defeated,LIB
490,,,Smith,Warwick,Leslie,,,representatives,Bass,Tas.,1.12.1984,,13.3.1993,defeated,LIB
491,,,Smyth,Brendan,Michael,,,representatives,Canberra,ACT,25.3.1995,by_election,2.3.1996,defeated,LIB
492,,,Snedden,Billy,Mackie (later Sir Billy),,,representatives,Bruce,Vic.,10.12.1955,,21.4.1983,resigned,LIB
493,,,Snow,James,Henry,,,representatives,Eden-Monaro,NSW,5.3.1983,,2.3.1996,defeated,ALP
495,,,Snowdon,Warren,Edward,,,representatives,Northern Territory,NT,11.7.1987,,2.3.1996,defeated,ALP
496,,,Snowdon,Warren,Edward,,,representatives,Northern Territory,NT,3.10.1998,,10.11.2001,elected_elsewhere,ALP
494,,,Snowdon,Warren,Edward,,,representatives,Lingiari,NT,10.11.2001,, ,still_in_office,ALP
497,,,Somlyay,Alexander,Michael,,,representatives,Fairfax,Qld,24.3.1990,, ,still_in_office,LIB
498,,,Southcott,Andrew,John,,,representatives,Boothby,SA,2.3.1996,, ,still_in_office,LIB
210,,,Sowada,Karin,Nicole,,,senate,,NSW,29.8.1991 ,section_15,30.6.1993 ,defeated,AD
499,,,Spender,John,Michael,,,representatives,North Sydney,NSW,18.10.1980,,24.3.1990,defeated,LIB
211,,,Spindler,Sid,,,,senate,,Vic.,1.7.1990 ,,30.6.1996 ,retired,AD
500,,,St,Clair,Stuart Roy,,,representatives,New England,NSW,3.10.1998,,10.11.2001,defeated,NPA
501,,,Staley,Anthony,Allan,,,representatives,Chisholm,Vic.,19.9.1970,by_election,19.9.1980,retired,LIB
502,,,Staples,Peter,Richard,,,representatives,Diamond Valley,Vic.,5.3.1983,,1.12.1984,elected_elsewhere,ALP
503,,,Staples,Peter,Richard,,,representatives,Jagajaga,Vic.,1.12.1984,,29.1.1996,retired,ALP
504,,,Steedman,Alan,Peter,,,representatives,Casey,Vic.,5.3.1983,,1.12.1984,defeated,ALP
212,,,Stephens,Ursula,Mary,,,senate,,NSW,1.7.2002 ,,,still_in_office,ALP
213,,,Sterle,Glenn,,,,senate,,WA,1.7.2005 ,,,still_in_office,ALP
214,,,Stone,John,Owen,,,senate,,Qld,11.7.1987 ,,1.3.1990 ,resigned,NPA
505,,,Stone,Sharman,Nancy,,,representatives,Murray,Vic.,2.3.1996,, ,still_in_office,LIB
215,,,Stott Despoja,Natasha,Jessica,,,senate,,SA,29.11.1995,section_15,,still_in_office,AD
506,,,Street,Anthony,Austin,,,representatives,Corangamite,Vic.,26.11.1966,,18.1.1984,resigned,LIB
507,,,Sullivan,Jonathan,Harold,,,representatives,Longman,Qld,24.11.2007,,,still_in_office,ALP
216,,,Sullivan,Kathryn,Jean Martin,,,senate,,Qld,18.5.1974 ,,5.11.1984 ,resigned,LIB
508,,,Sullivan,Kathryn,Jean Martin,,,representatives,Moncrieff,Qld,1.12.1984,,8.10.2001,retired,LIB
509,,,Swan,Wayne,Maxwell,,,representatives,Lilley,Qld,13.3.1993,,2.3.1996,defeated,ALP
510,,,Swan,Wayne,Maxwell,,,representatives,Lilley,Qld,3.10.1998,, ,still_in_office,ALP
511,,,Symon,Michael,Stuart,,,representatives,Deakin,Vic,24.11.2007,,,still_in_office,ALP
217,,,Synon,Karen,Margaret,,,senate,,Vic.,13.5.1997 ,section_15,30.6.1999 ,defeated,LIB
512,,,Tambling,Grant,Ernest John,,,representatives,Northern Territory,NT,18.10.1980,,5.3.1983,defeated,NPA
218,,,Tambling,Grant,Ernest John,,,senate,,NT,11.7.1987 ,,9.11.2001 ,retired,CLP
513,,,Tanner,Lindsay,James,,,representatives,Melbourne,Vic.,13.3.1993,, ,still_in_office,ALP
219,,,Tate,Michael,Carter,,,senate,,Tas.,1.7.1978 ,,5.7.1993 ,resigned,ALP
514,,,Taylor,William,Leonard,,,representatives,Groom,Qld,9.4.1988,by_election,31.8.1998,retired,LIB
220,,,Tchen,Tsebin,,,,senate,,Vic.,1.7.1999 ,,30.6.2005 ,retired,LIB
221,,,Teague,Baden,Chapman,,,senate,,SA,1.7.1978 ,,30.6.1996 ,retired,LIB
515,,,Theophanous,Andrew,Charles,,,representatives,Burke,Vic.,18.10.1980,,1.12.1984,elected_elsewhere,ALP
516,,,Theophanous,Andrew,Charles,,,representatives,Calwell,Vic.,1.12.1984,,10.11.2001,defeated,IND
222,,,Thomas,Andrew,Murray,,,senate,,WA,13.12.1975 ,,4.2.1983 ,defeated,LIB
517,,,Thompson,Cameron,Paul,,,representatives,Blair,Qld,3.10.1998,,24.11.2007,defeated,LIB
518,,,Thomson,Andrew,Peter,,,representatives,Wentworth,NSW,8.4.1995,by_election,8.10.2001,retired,LIB
519,,,Thomson,Craig,Robert,,,representatives,Dobell,NSW,24.11.2007,,,still_in_office,ALP
520,,,Thomson,David,Scott,,,representatives,Leichhardt,Qld,13.12.1975,,5.3.1983,defeated,NPA
521,,,Thomson,Kelvin,John,,,representatives,Wills,Vic.,2.3.1996,, ,still_in_office,ALP
522,,,Ticehurst,Kenneth,Vincent,,,representatives,Dobell,NSW,10.11.2001,,24.11.2007,defeated,LIB
523,,,Tickner,Robert,Edward,,,representatives,Hughes,NSW,18.2.1984,by_election,2.3.1996,defeated,ALP
223,,,Tierney,John,William,,,senate,,NSW,11.2.1991 ,section_15,14.4.2005 ,resigned,LIB
524,,,Tollner,David,William,,,representatives,Solomon,NT,10.11.2001,,24.11.2007,defeated,CLP
224,,,Townley,Michael,,,,senate,,Tas.,1.7.1971 ,,5.6.1987 ,retired,IND
525,,,Trevor,Chris,Allan,,,representatives,Flynn,Qld,24.11.2007,,,still_in_office,ALP
225,,,Troeth,Judith,Mary,,,senate,,Vic.,1.7.1993 ,,,still_in_office,LIB
226,,,Trood,Russell,Brunell,,,senate,,Qld,1.7.2005 ,,,still_in_office,LIB
526,,,Truss,Warren,Errol,,,representatives,Wide Bay,Qld,24.3.1990,, ,still_in_office,NP
527,,,Tuckey,Charles,Wilson,,,representatives,O'Connor,WA,18.10.1980,, ,still_in_office,LIB
528,,,Turnbull,Malcolm,Bligh,,,representatives,Wentworth,NSW,9.10.2004,, ,still_in_office,LIB
529,,,Turnour,James,Pearce,,,representatives,Leichhardt,Qld,24.11.2007,,,still_in_office,ALP
530,,,Uren,Thomas,,,,representatives,Reid,NSW,22.11.1958,,19.2.1990,retired,ALP
531,,,Vaile,Mark,Anthony James,,,representatives,Lyne,NSW,13.3.1993,, ,still_in_office,NP
532,,,Vale,Danna,Sue,,,representatives,Hughes,NSW,2.3.1996,, ,still_in_office,LIB
227,,,Vallentine,Josephine,,,,senate,,WA,1.7.1985 ,,31.1.1992 ,resigned,GWA
533,,,Vamvakinou,Maria,,,,representatives,Calwell,Vic.,10.11.2001,, ,still_in_office,ALP
228,,,Vanstone,Amanda,Eloise,,,senate,,SA,1.12.1984 ,,26.4.2007 ,resigned,LIB
